type, size, range, name, total_value, total_weight, running_time, isOptimalSolution
01WeaklyCorrelated, n00500, R10000, s017.kp, 1337974, 1205708, 0.001209259033203125, True
01WeaklyCorrelated, n05000, R01000, s089.kp, 1369058, 1237047, 0.004796266555786133, True
01WeaklyCorrelated, n05000, R01000, s017.kp, 1370413, 1243343, 0.009182929992675781, True
01WeaklyCorrelated, n05000, R10000, s089.kp, 13673614, 12359596, 0.0006921291351318359, True
01WeaklyCorrelated, n05000, R10000, s017.kp, 13686980, 12422196, 0.008606910705566406, True
01WeaklyCorrelated, n00100, R01000, s089.kp, 27365, 24988, 0.00010275840759277344, True
01WeaklyCorrelated, n00100, R01000, s017.kp, 28801, 26607, 7.963180541992188e-05, True
01WeaklyCorrelated, n00100, R10000, s089.kp, 273419, 249646, 2.09808349609375e-05, True
01WeaklyCorrelated, n00100, R10000, s017.kp, 287672, 265930, 0.0004177093505859375, True
01WeaklyCorrelated, n02000, R01000, s089.kp, 544946, 492957, 0.002466440200805664, True
01WeaklyCorrelated, n02000, R01000, s017.kp, 547931, 497424, 0.0008847713470458984, True
01WeaklyCorrelated, n02000, R10000, s089.kp, 5442868, 4925236, 0.008159637451171875, True
01WeaklyCorrelated, n02000, R10000, s017.kp, 5472438, 4969773, 0.0007815361022949219, True
01WeaklyCorrelated, n00050, R01000, s089.kp, 14534, 13181, 3.123283386230469e-05, True
01WeaklyCorrelated, n00050, R01000, s017.kp, 15372, 14064, 2.2411346435546875e-05, True
01WeaklyCorrelated, n00050, R10000, s089.kp, 145163, 131697, 3.218650817871094e-05, True
01WeaklyCorrelated, n00050, R10000, s017.kp, 153559, 140523, 2.4080276489257812e-05, True
01WeaklyCorrelated, n01000, R01000, s089.kp, 273944, 247947, 0.0007698535919189453, True
01WeaklyCorrelated, n01000, R01000, s017.kp, 272095, 245137, 0.0031948089599609375, True
01WeaklyCorrelated, n01000, R10000, s089.kp, 2736043, 2477331, 0.0018768310546875, True
01WeaklyCorrelated, n01000, R10000, s017.kp, 2717559, 2449171, 0.0020759105682373047, True
08SpannerWeaklyCorrelated, n00200, R01000, s089.kp, 64117, 17799, 30.000260829925537, False
08SpannerWeaklyCorrelated, n00200, R01000, s017.kp, 88063, 31673, 28.03230118751526, True
08SpannerWeaklyCorrelated, n00200, R10000, s089.kp, 641244, 179334, 27.79518723487854, True
08SpannerWeaklyCorrelated, n00200, R10000, s017.kp, 877352, 318548, 28.04553747177124, True
08SpannerWeaklyCorrelated, n10000, R01000, s089.kp, 3144376, 850364, 27.746787309646606, True
08SpannerWeaklyCorrelated, n10000, R01000, s017.kp, 4171773, 1617006, 29.57816457748413, False
08SpannerWeaklyCorrelated, n10000, R10000, s089.kp, 31443087, 8557291, 29.490081310272217, False
08SpannerWeaklyCorrelated, n10000, R10000, s017.kp, 41552510, 16264835, 29.51330018043518, False
08SpannerWeaklyCorrelated, n00500, R01000, s089.kp, 148381, 43504, 29.711315870285034, False
08SpannerWeaklyCorrelated, n00500, R01000, s017.kp, 211067, 78671, 28.55459451675415, True
08SpannerWeaklyCorrelated, n00500, R10000, s089.kp, 1483560, 437238, 28.124821424484253, True
08SpannerWeaklyCorrelated, n00500, R10000, s017.kp, 2102690, 791435, 27.933136224746704, True
08SpannerWeaklyCorrelated, n05000, R01000, s089.kp, 1534561, 429844, 28.101316928863525, True
08SpannerWeaklyCorrelated, n05000, R01000, s017.kp, 2089817, 809832, 29.65066909790039, False
08SpannerWeaklyCorrelated, n05000, R10000, s089.kp, 15345090, 4325088, 29.32886576652527, False
08SpannerWeaklyCorrelated, n05000, R10000, s017.kp, 20815446, 8145819, 29.69819927215576, False
08SpannerWeaklyCorrelated, n00100, R01000, s089.kp, 30299, 9320, 29.768458127975464, False
08SpannerWeaklyCorrelated, n00100, R01000, s017.kp, 43959, 16514, 28.70512890815735, True
08SpannerWeaklyCorrelated, n00100, R10000, s089.kp, 302889, 93551, 28.960854053497314, True
08SpannerWeaklyCorrelated, n00100, R10000, s017.kp, 437620, 165700, 29.06113028526306, False
08SpannerWeaklyCorrelated, n02000, R01000, s089.kp, 622050, 173954, 27.390841960906982, True
08SpannerWeaklyCorrelated, n02000, R01000, s017.kp, 833689, 323136, 29.30806875228882, False
08SpannerWeaklyCorrelated, n02000, R10000, s089.kp, 6220467, 1750771, 29.191711902618408, False
08SpannerWeaklyCorrelated, n02000, R10000, s017.kp, 8303870, 3250295, 29.262506008148193, False
08SpannerWeaklyCorrelated, n00050, R01000, s089.kp, 16495, 4507, 7.324201822280884, True
08SpannerWeaklyCorrelated, n00050, R01000, s017.kp, 20769, 8165, 0.4021315574645996, True
08SpannerWeaklyCorrelated, n00050, R10000, s089.kp, 165027, 45557, 7.646183729171753, True
08SpannerWeaklyCorrelated, n00050, R10000, s017.kp, 206954, 82271, 0.4219231605529785, True
08SpannerWeaklyCorrelated, n01000, R01000, s089.kp, 304397, 87079, 29.982948303222656, False
08SpannerWeaklyCorrelated, n01000, R01000, s017.kp, 426064, 161561, 29.022692441940308, False
08SpannerWeaklyCorrelated, n01000, R10000, s089.kp, 3043770, 875948, 28.526280403137207, True
08SpannerWeaklyCorrelated, n01000, R10000, s017.kp, 4244228, 1625252, 28.494870901107788, True
06UncorrelatedWithSimilarWeights, n00200, R01000, s089.kp, 75201, 9905001, 9.775161743164062e-06, True
06UncorrelatedWithSimilarWeights, n00200, R01000, s017.kp, 75125, 9904823, 3.814697265625e-06, True
06UncorrelatedWithSimilarWeights, n00200, R10000, s089.kp, 75201, 9905001, 3.5762786865234375e-06, True
06UncorrelatedWithSimilarWeights, n00200, R10000, s017.kp, 75125, 9904823, 2.6226043701171875e-06, True
06UncorrelatedWithSimilarWeights, n10000, R01000, s089.kp, 3738287, 495246414, 29.727700233459473, False
06UncorrelatedWithSimilarWeights, n10000, R01000, s017.kp, 3708624, 495246480, 29.64392352104187, False
06UncorrelatedWithSimilarWeights, n10000, R10000, s089.kp, 3738287, 495246414, 29.613137245178223, False
06UncorrelatedWithSimilarWeights, n10000, R10000, s017.kp, 3708624, 495246480, 29.72723650932312, False
06UncorrelatedWithSimilarWeights, n00500, R01000, s089.kp, 189132, 24712192, 29.902026414871216, False
06UncorrelatedWithSimilarWeights, n00500, R01000, s017.kp, 182624, 24712518, 29.50234341621399, False
06UncorrelatedWithSimilarWeights, n00500, R10000, s089.kp, 189132, 24712192, 29.2932767868042, False
06UncorrelatedWithSimilarWeights, n00500, R10000, s017.kp, 182624, 24712518, 29.630906105041504, False
06UncorrelatedWithSimilarWeights, n05000, R01000, s089.kp, 1865038, 247624250, 29.1278874874115, False
06UncorrelatedWithSimilarWeights, n05000, R01000, s017.kp, 1859229, 247622648, 29.66761803627014, False
06UncorrelatedWithSimilarWeights, n05000, R10000, s089.kp, 1865038, 247624250, 29.624617338180542, False
06UncorrelatedWithSimilarWeights, n05000, R10000, s017.kp, 1859229, 247622648, 29.570109128952026, False
06UncorrelatedWithSimilarWeights, n00100, R01000, s089.kp, 38912, 4902538, 0.19787311553955078, True
06UncorrelatedWithSimilarWeights, n00100, R01000, s017.kp, 39592, 4902417, 0.14789104461669922, True
06UncorrelatedWithSimilarWeights, n00100, R10000, s089.kp, 38912, 4902538, 0.012205362319946289, True
06UncorrelatedWithSimilarWeights, n00100, R10000, s017.kp, 39592, 4902417, 0.14401841163635254, True
06UncorrelatedWithSimilarWeights, n02000, R01000, s089.kp, 745796, 99049104, 29.988595485687256, False
06UncorrelatedWithSimilarWeights, n02000, R01000, s017.kp, 747126, 99049694, 29.254262447357178, False
06UncorrelatedWithSimilarWeights, n02000, R10000, s089.kp, 745796, 99049104, 29.23339033126831, False
06UncorrelatedWithSimilarWeights, n02000, R10000, s017.kp, 747126, 99049694, 29.237396001815796, False
06UncorrelatedWithSimilarWeights, n00050, R01000, s089.kp, 19602, 2400999, 0.3242332935333252, True
06UncorrelatedWithSimilarWeights, n00050, R01000, s017.kp, 20473, 2401124, 0.011166572570800781, True
06UncorrelatedWithSimilarWeights, n00050, R10000, s089.kp, 19602, 2400999, 0.019263267517089844, True
06UncorrelatedWithSimilarWeights, n00050, R10000, s017.kp, 20473, 2401124, 0.009979963302612305, True
06UncorrelatedWithSimilarWeights, n01000, R01000, s089.kp, 374442, 49523926, 0.6563138961791992, True
06UncorrelatedWithSimilarWeights, n01000, R01000, s017.kp, 369794, 49525504, 0.016790151596069336, True
06UncorrelatedWithSimilarWeights, n01000, R10000, s089.kp, 374442, 49523926, 0.6731843948364258, True
06UncorrelatedWithSimilarWeights, n01000, R10000, s017.kp, 369794, 49525504, 0.018256664276123047, True
02StronglyCorrelated, n00200, R01000, s089.kp, 63627, 49527, 0.9679784774780273, True
02StronglyCorrelated, n00200, R01000, s017.kp, 64929, 51029, 19.190998554229736, True
02StronglyCorrelated, n00200, R10000, s089.kp, 635814, 494814, 4.659517049789429, True
02StronglyCorrelated, n00200, R10000, s017.kp, 648850, 509850, 29.922521591186523, False
02StronglyCorrelated, n10000, R01000, s089.kp, 3179439, 2474639, 29.305838584899902, False
02StronglyCorrelated, n10000, R01000, s017.kp, 3173157, 2470057, 29.70130705833435, False
02StronglyCorrelated, n10000, R10000, s089.kp, 31777728, 24727728, 29.12873911857605, False
02StronglyCorrelated, n10000, R10000, s017.kp, 31707216, 24675216, 29.63170313835144, False
02StronglyCorrelated, n00500, R01000, s089.kp, 160530, 125430, 29.909958600997925, False
02StronglyCorrelated, n00500, R01000, s017.kp, 156181, 120681, 29.26736354827881, False
02StronglyCorrelated, n00500, R10000, s089.kp, 1604195, 1253195, 29.270522832870483, False
02StronglyCorrelated, n00500, R10000, s017.kp, 1560704, 1205704, 29.348073959350586, False
02StronglyCorrelated, n05000, R01000, s089.kp, 1588992, 1236792, 29.34263563156128, False
02StronglyCorrelated, n05000, R01000, s017.kp, 1593643, 1243343, 29.66644787788391, False
02StronglyCorrelated, n05000, R10000, s089.kp, 15882596, 12359596, 28.703192472457886, True
02StronglyCorrelated, n05000, R10000, s017.kp, 15920359, 12417359, 29.024330377578735, False
02StronglyCorrelated, n00100, R01000, s089.kp, 32088, 24988, 2.7013604640960693, True
02StronglyCorrelated, n00100, R01000, s017.kp, 33515, 26615, 7.401068925857544, True
02StronglyCorrelated, n00100, R10000, s089.kp, 320652, 249652, 6.063660621643066, True
02StronglyCorrelated, n00100, R10000, s017.kp, 334944, 265944, 11.861896991729736, True
02StronglyCorrelated, n02000, R01000, s089.kp, 634157, 492957, 29.81413245201111, False
02StronglyCorrelated, n02000, R01000, s017.kp, 637756, 497056, 29.182230234146118, False
02StronglyCorrelated, n02000, R10000, s089.kp, 6335665, 4923665, 29.7195942401886, False
02StronglyCorrelated, n02000, R10000, s017.kp, 6372021, 4965021, 29.533047676086426, False
02StronglyCorrelated, n00050, R01000, s089.kp, 16708, 13208, 0.0003082752227783203, True
02StronglyCorrelated, n00050, R01000, s017.kp, 17471, 14071, 0.0021440982818603516, True
02StronglyCorrelated, n00050, R10000, s089.kp, 166967, 131967, 0.0003311634063720703, True
02StronglyCorrelated, n00050, R10000, s017.kp, 174602, 140602, 0.0030040740966796875, True
02StronglyCorrelated, n01000, R01000, s089.kp, 318448, 247948, 29.997355937957764, False
02StronglyCorrelated, n01000, R01000, s017.kp, 315494, 244794, 29.13311529159546, False
02StronglyCorrelated, n01000, R10000, s089.kp, 3180881, 2475881, 29.45634889602661, False
02StronglyCorrelated, n01000, R10000, s017.kp, 3155744, 2448744, 29.54423952102661, False
